,model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
119,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,49.0,43.0,46.0,10,Yes
120,CHEVROLET Malibu,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5,22.0,32.0,26.0,5,No
121,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6,27.0,36.0,30.0,7,Yes
122,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7,27.0,36.0,30.0,7,Yes
123,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,49.0,43.0,46.0,10,Yes
124,CHEVROLET Malibu,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6.0,22.0,30.0,25.0,7,yes,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5,22.0,32.0,26.0,5,No
125,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6,27.0,36.0,30.0,7,Yes
126,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,7,27.0,36.0,30.0,7,Yes
127,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,1.8,4.0,CVT,2WD,Gasoline,midsize car,3,49.0,43.0,46.0,10,Yes
128,CHEVROLET Malibu,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6,no,CHEVROLET Malibu,2.0,4.0,Auto-9,2WD,Gasoline,midsize car,5,22.0,32.0,26.0,5,No
129,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3,16.0,23.0,19.0,3,No
130,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3,15.0,20.0,17.0,3,No
131,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
132,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3,15.0,19.0,17.0,3,No
133,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,18.0,24.0,20.0,4,No
134,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
135,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,16.0,21.0,18.0,3,No
136,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
137,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3,15.0,21.0,17.0,3,No
138,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
139,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12.0,16.0,14.0,4,No
140,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12.0,15.0,13.0,3,No
141,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12.0,17.0,14.0,3,No
142,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18.0,24.0,20.0,4,No
143,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17.0,22.0,19.0,3,No
144,CHEVROLET Silverado 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6.0,15.0,20.0,17.0,4,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16.0,23.0,19.0,3,No
145,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,pickup,3,16.0,23.0,19.0,3,No
146,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gasoline,special purpose,3,15.0,20.0,17.0,3,No
147,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
148,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,4WD,Gasoline,special purpose,3,15.0,19.0,17.0,3,No
149,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,18.0,24.0,20.0,4,No
150,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,2WD,Gasoline,pickup,3,16.0,22.0,18.0,3,No
151,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,16.0,21.0,18.0,3,No
152,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
153,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,2WD,Gasoline,pickup,3,15.0,21.0,17.0,3,No
154,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,6.2,8.0,Auto-8,4WD,Gasoline,pickup,3,15.0,20.0,17.0,3,No
155,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Ethanol,pickup,5,12.0,16.0,14.0,4,No
156,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Ethanol,pickup,5,12.0,15.0,13.0,3,No
157,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Ethanol,pickup,3,12.0,17.0,14.0,3,No
158,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,2WD,Gas,pickup,5,18.0,24.0,20.0,4,No
159,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,4.3,6.0,Auto-6,4WD,Gas,pickup,5,17.0,22.0,19.0,3,No
160,CHEVROLET Silverado 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6.0,14.0,18.0,15.0,3,no,CHEVROLET Silverado 15,5.3,8.0,Auto-6,2WD,Gas,pickup,3,16.0,23.0,19.0,3,No
161,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gasoline,standard SUV,3,16.0,23.0,19.0,3,No
162,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gasoline,standard SUV,3,16.0,22.0,18.0,3,No
163,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3,14.0,23.0,17.0,3,No
164,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3,14.0,22.0,17.0,3,No
165,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Ethanol,standard SUV,3,12.0,17.0,14.0,3,No
166,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Ethanol,standard SUV,3,11.0,16.0,13.0,3,No
167,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,2WD,Gas,standard SUV,3,16.0,23.0,19.0,3,No
168,CHEVROLET Tahoe 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2,no,CHEVROLET Tahoe 1500,5.3,8.0,Auto-6,4WD,Gas,standard SUV,3,16.0,22.0,18.0,3,No
169,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
170,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
171,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
172,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
173,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
174,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
175,CHRYSLER 300,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
176,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
177,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
178,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
179,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
180,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
181,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
182,CHRYSLER 300,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
183,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
184,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
185,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
186,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
187,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
188,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
189,CHRYSLER 300,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
190,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
191,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
192,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
193,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
194,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
195,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
196,CHRYSLER 300,2.7,6,Auto-L4,2WD,Gasoline,large car,6.0,18.0,26.0,21.0,6,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
197,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
198,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
199,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
200,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
201,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
202,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
203,CHRYSLER 300,6.1,8,Auto-L5,2WD,Gasoline,large car,6.0,13.0,18.0,15.0,3,no,CHRYSLER 300,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
204,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,18.0,28.0,22.0,4,No
205,CHRYSLER Pacifica,3.8,6,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,22.0,18.0,5,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,19.0,28.0,22.0,4,No
206,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,18.0,28.0,22.0,4,No
207,CHRYSLER Pacifica,4.0,6,Auto-L6,2WD,Gasoline,SUV,7.0,15.0,23.0,17.0,4,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,19.0,28.0,22.0,4,No
208,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,18.0,28.0,22.0,4,No
209,CHRYSLER Pacifica,4.0,6,Auto-L6,4WD,Gasoline,SUV,7.0,14.0,22.0,17.0,4,no,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,minivan,3,19.0,28.0,22.0,4,No
210,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,midsize car,3,19.0,30.0,23.0,5,No
211,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,midsize car,3,16.0,25.0,19.0,3,No
212,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,midsize car,1,15.0,23.0,18.0,3,No
213,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,midsize car,1,15.0,25.0,18.0,3,No
214,DODGE Challenger,6.1,8,Auto-L5,2WD,Gasoline,midsize car,6.0,13.0,18.0,15.0,3,no,DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,midsize car,1,14.0,23.0,17.0,3,No
215,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
216,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
217,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
218,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1,15.0,25.0,18.0,3,No
219,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
220,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
221,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
222,DODGE Charger,3.5,6,Auto-L5,4WD,Gasoline,large car,7.0,15.0,22.0,18.0,5,no,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
223,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
224,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
225,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
226,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1,15.0,25.0,18.0,3,No
227,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
228,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol,large car,3,13.0,20.0,16.0,4,No
229,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gas,large car,3,19.0,30.0,23.0,5,No
230,DODGE Charger,3.5,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gas,large car,3,18.0,27.0,21.0,4,No
231,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,large car,3,19.0,30.0,23.0,5,No
232,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,large car,3,18.0,27.0,21.0,4,No
233,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,large car,3,16.0,25.0,19.0,3,No
234,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,large car,1,15.0,25.0,18.0,3,No
235,DODGE Charger,3.5,6,Auto-L4,2WD,Gasoline,large car,7.0,17.0,24.0,20.0,6,yes,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol,large car,3,14.0,22.0,17.0,5,No
