,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
488,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21.0,24.0,22.0,6,yes
489,JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,SUV,7,22.0,27.0,24.0,7,yes
490,JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15.0,20.0,17.0,4,no
491,JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,SUV,7,16.0,21.0,18.0,5,no
492,JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,SUV,7,15.0,19.0,16.0,4,no
493,JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,SUV,7,15.0,19.0,17.0,4,no
494,KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17.0,24.0,19.0,5,no
495,KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
496,KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21.0,31.0,25.0,7,yes
497,KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,small car,7,25.0,35.0,29.0,8,yes
498,KIA Rio,1.6,4,Man-5,2WD,Gasoline,small car,7,27.0,32.0,29.0,8,yes
499,KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,station wagon,7,19.0,26.0,22.0,6,yes
500,KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,station wagon,7,18.0,26.0,21.0,6,yes
501,KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16.0,23.0,18.0,5,no
502,KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6,15.0,21.0,17.0,4,no
503,KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6,15.0,20.0,17.0,4,no
504,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,24.0,32.0,27.0,8,yes
505,KIA Spectra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,23.0,30.0,26.0,8,yes
506,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,24.0,32.0,27.0,8,yes
507,KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19.0,25.0,21.0,6,yes
508,KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7,20.0,25.0,22.0,6,yes
509,KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7,19.0,24.0,21.0,6,yes
510,KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,17.0,23.0,20.0,6,no
511,KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17.0,21.0,19.0,5,no
512,LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,small car,6,10.0,17.0,13.0,1,no
513,LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,small car,6,11.0,17.0,13.0,1,no
514,LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,small car,6,10.0,15.0,12.0,0,no
515,LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,small car,6,10.0,16.0,12.0,0,no
516,LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,small car,6,8.0,13.0,10.0,0,no
517,LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
518,LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
519,LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,small car,6,8.0,13.0,10.0,0,no
520,LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9.0,14.0,11.0,0,no
521,LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,16.0,23.0,18.0,5,no
522,LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,17.0,14.0,2,no
523,LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
524,LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
525,LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,18.0,15.0,3,no
526,LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12.0,18.0,14.0,2,no
527,LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19.0,27.0,22.0,6,yes
528,LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,midsize car,7,18.0,25.0,20.0,6,yes
529,LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19.0,27.0,22.0,6,yes
530,LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,small car,9,22.0,25.0,23.0,7,yes
531,LEXUS GS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,17.0,24.0,20.0,6,yes
532,LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14.0,18.0,15.0,3,no
533,LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,small car,7,18.0,26.0,21.0,6,yes
534,LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,small car,7,20.0,26.0,22.0,6,yes
535,LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,small car,7,21.0,29.0,24.0,7,yes
536,LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,small car,7,18.0,25.0,20.0,6,yes
537,LEXUS LS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
538,LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,midsize car,7,16.0,24.0,19.0,5,no
539,LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,midsize car,9,20.0,22.0,21.0,6,yes
540,LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
541,LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,18.0,23.0,20.0,6,yes
542,LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18.0,23.0,20.0,6,yes
543,LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
544,LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17.0,22.0,19.0,5,no
545,LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,SUV,9,27.0,24.0,25.0,7,yes
546,LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,SUV,9,26.0,24.0,25.0,7,yes
547,LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,small car,6,16.0,23.0,19.0,5,no
548,LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16.0,24.0,19.0,5,no
549,LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15.0,22.0,18.0,5,no
550,LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,midsize car,7,17.0,24.0,19.0,5,no
551,LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,midsize car,7,18.0,28.0,22.0,6,yes
552,LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,12.0,16.0,14.0,2,no
553,LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13.0,17.0,14.0,2,no
554,LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12.0,18.0,14.0,2,no
